会社コード,業種名,和文社名,住所,lat,lon,エリア
100,化学,ヘンケルジャパン（株）,東京都品川区東品川２－２－８　スフィアタワー天王洲１４階,35.6229184,139.7496359,-
160,化学卸売,日本アグフア・ゲバルト（株）,東京都品川区大崎１－６－１　大崎ニューシティビル１号館５階,35.6204106,139.7283008,-
280,機械,アルファ・ラバル（株）,東京都港区港南２－１２－２３　明産高浜ビル１０階,35.6249865,139.745484,-
445,他小売,日本アムウェイ合同会社,東京都渋谷区宇田川町７－１,35.6638015,139.6964043,-
450,電気機器,アナログ・デバイセズ（株）,東京都港区海岸１－１６－１　ニューピア竹芝サウスタワービル１０階,35.6534029,139.7625892,-
490,精密機器卸売,アプライド　マテリアルズ　ジャパン（株）,東京都港区海岸３－２０－２０　ヨコソーレインボータワー８階,35.6400253,139.7565031,-
500,機械卸売,ＳＰＸフローテクノロジージャパン（株）,東京都渋谷区恵比寿１－１９－１５　ウノサワ東急ビル２階,35.6474157,139.7132495,-
850,自動車販売,ビー・エム・ダブリュー（株）,東京都千代田区丸の内１－９－２　グラントウキョウサウスタワー,35.6789633,139.7673717,大丸有
1000,化学,ＢＡＳＦジャパン（株）,東京都中央区日本橋室町３－４－４　ＯＶＯＬ日本橋ビル３階,35.688285,139.7734349,日八京
1045,化学卸売,テサテープ（株）,東京都港区白金１－２７－６　白金高輪ステーションビル８階,35.6438865,139.7341877,-
1060,精密機器,ベックマン・コールター（株）,東京都江東区有明３－５－７　ＴＯＣ有明ウエストタワー,35.6321298,139.7881255,-
1110,精密機器卸売,ボシュロム・ジャパン（株）,東京都品川区南大井６－２６－２　大森ベルポートＢ館,35.5878698,139.7312884,-
1130,総合卸売,ブルーベル・ジャパン（株）,東京都港区南青山２－２－３　南青山Ｍ－ＳＱＵＡＲＥ７階,35.6714214,139.7241871,-
1150,医薬品,ロシュ・ダイアグノスティックス（株）,東京都港区港南１－２－７０　品川シーズンテラス,35.6324899,139.743003,-
1195,食料品,Ｂ－Ｒ　サーティワン　アイスクリーム（株）,東京都品川区上大崎３－１－１　目黒セントラルスクエア,35.6334096,139.7167483,-
1300,専門店,（株）ブルックスブラザーズジャパン,東京都品川区上大崎３－１－１　ＪＲ東急目黒ビル１７階,35.6326864,139.7157508,-
1430,不動産,イリス（株）,東京都品川区上大崎３－１２－１８　イリスビル,35.6295952,139.7188232,-
1530,食料品,キャンベルジャパン（株）,東京都渋谷区広尾５－８－１４　１０階,35.6482982,139.7213905,-
1570,精密機器卸売,カールツァイス（株）,東京都千代田区麹町２－１０－９　住友不動産麹町ビル４号館,35.6854205,139.7405341,-
1580,機械卸売,カルピジャーニ・ジャパン（株）,東京都世田谷区三宿１－１３－１　東映三宿ビル４階,35.6471634,139.6767013,-
1680,その他卸売,シャネル合同会社,東京都中央区銀座３－５－３　シャネル銀座ビルディング,35.6729966,139.7665258,-
1820,レジャー・娯楽,（株）クラブメッド,東京都品川区大崎５－６－２　都五反田ビル西館２階,35.6226805,139.7238915,-
1830,食料品,日本コカ・コーラ（株）,東京都渋谷区渋谷４－６－３,35.6582851,139.7122993,-
1940,総合卸売,コーンズ・アンド・カンパニー・リミテッド（東京本社）,東京都港区芝３－５－１　コーンズハウス,35.6523291,139.7485902,-
2080,総合卸売,（株）大昌貿易行,東京都港区六本木５－１８－２　大昌第２ビル,35.6611999,139.7372411,虎ノ門・六本木
2100,化学,ポリプラ・エボニック（株）,東京都新宿区西新宿２－３－１　新宿モノリス１３階,35.6886159,139.6945675,-
2200,医薬品,アボットジャパン合同会社,東京都港区三田３－５－２７　住友不動産三田ツインビル西館５階,35.6440283,139.7424264,-
2250,輸送用機器卸売,デーナ・ジャパン（株）,東京都中央区日本橋人形町２－１４－１０　アーバンネット日本橋ビル４階,35.6845047,139.7852181,-
2280,機械卸売,日本データカード（株）,東京都港区台場２－３－１　トレードピアお台場２２階,35.6277852,139.7762674,-
2290,化学,エボニックジャパン（株）,東京都新宿区西新宿２－３－１　新宿モノリス１２階,35.6886159,139.6945675,-
2300,化学,デナック（株）,東京都千代田区神田小川町３－７－５　ＶＯＲＴ神保町６階,35.6939492,139.7613944,-
2370,その他卸売,アールストローム－ムンクショージャパン（株）,東京都品川区大崎３－５－２　エステージ大崎,35.6208071,139.7254873,-
2380,貨物運送,ＤＨＬジャパン（株）（登記社名　ディー・エイチ・エル・ジャパン（株））,東京都品川区東品川１－３７－８,35.6182898,139.7468686,-
2530,機械卸売,ピツニーボウズジャパン（株）,東京都品川区北品川４－７－３５　御殿山トラストタワー１２階,35.6221677,139.7370215,-
2560,化学卸売,ダウ・アグロサイエンス日本（株）,東京都千代田区永田町２－１１－１　山王パークタワー,35.6733558,139.7403363,-
2580,化学,デュポン・スタイロ（株）,東京都千代田区永田町２－１１－１　山王パークタワー,35.6733558,139.7403363,-
2616,化学,デュポン・ＭＣＣ（株）（登記社名　デュポン・エムシーシー（株））,東京都千代田区永田町２－１１－１　山王パークタワー,35.6733558,139.7403363,-
2620,化学,デュポン（株）,東京都千代田区永田町２－１１－１　山王パークタワー,35.6733558,139.7403363,-
2630,化学,三井・ケマーズフロロプロダクツ（株）,東京都港区虎ノ門４－１－１７　神谷町プライムプレイス７階,35.6650759,139.7440868,虎ノ門・六本木
2640,化学,三井・ダウポリケミカル（株）,東京都港区東新橋１－５－２　汐留シティセンター,35.6654972,139.7608806,-
2660,化学,東レ・デュポン（株）,東京都中央区日本橋本町１－１－１　ＭＥＴＬＩＦＥ日本橋本町ビル,35.6850578,139.7764718,日八京
2790,化学,エコラボ合同会社,東京都中央区晴海１－８－１１　晴海トリトンスクエアＹ棟,35.6565438,139.7814778,-
2840,電気機器卸売,エレクトロラックス・プロフェッショナル・ジャパン（株）,東京都港区芝大門２－５－５　住友芝大門ビル４階,35.6551394,139.7541075,-
2870,電気機器,日本エマソン（株）,東京都品川区東品川１－２－５　リバーサイド品川港南ビル５階,35.6228527,139.7446345,-
2890,化学,ＳＨＰＰジャパン合同会社,東京都千代田区霞が関３－２－６　東京倶楽部ビルディング７階,35.6706399,139.7466018,-
2940,医薬品,ＭＳＤ（株）,東京都千代田区九段北１－１３－１２　北の丸スクエア,35.6957677,139.7505941,-
3000,新聞・出版,エルゼビア・ジャパン（株）,東京都港区東麻布１－９－１５　東麻布１丁目ビル４階,35.6576467,139.7441667,-
3060,食料品卸売,（株）ユニフルーティージャパン,東京都千代田区丸の内１－１１－１　パシフィックセンチュリープレイス丸の内１７階,35.6780553,139.7668852,大丸有
3070,石油・燃料卸売,ＰＰＴエナジートレーディング（株）,東京都港区虎ノ門４－３－１　城山トラストタワー１６階,35.6646397,139.7430889,虎ノ門・六本木
3140,化学,センシエント・テクノロジーズ・ジャパン（株）,東京都港区芝２－２９－１２　トーホー東京芝ビル,35.6494751,139.7526713,-
3160,食料品卸売,日本フェレロ（株）,東京都渋谷区恵比寿南１－１－９　岩徳ビル６階,35.6464026,139.7082679,-
3270,機械卸売,フォス・ジャパン（株）,東京都江東区青海２－４－２４　青海フロンティアビル１１階,35.6175978,139.7784674,-
3350,電気機器卸売,インフィニオンテクノロジーズジャパン（株）,東京都品川区大崎１－１１－２　ゲートシティ大崎イーストタワー２１階,35.6186335,139.7319993,-
3540,その他卸売,マゴト・ジャパン（株）,東京都中央区新川２－１７－１２　Ｅビル７階,35.6748773,139.781918,-
3760,その他卸売,フィスカースジャパン（株）,東京都千代田区二番町１１－１９　興和二番町ビル４階,35.6854006,139.738042,-
3810,化学,ジボダンジャパン（株）,東京都品川区大崎３－６－６　トキワ新ビル,35.6204902,139.7268442,-
3890,パルプ・紙,御殿場テトラパック合同会社,東京都千代田区富士見２－１０－２　飯田橋グラン・ブルーム８階,35.6989473,139.7438702,-
3960,食料品,グリフィスフーズ（株）,東京都港区港南２－１３－３１　ＮＳＳビル,35.6273505,139.7452046,-
3970,化学卸売,ゲラン（株）,東京都千代田区平河町２－１－１　住友不動産平河町ビル,35.681601,139.741591,-
3980,化学,積水フーラー（株）,東京都港区港南２－１６－２　太陽生命品川ビル５階,35.6271646,139.7405341,-
4020,不動産,（株）ハリファックス・アソシエイツ,東京都港区六本木３－１６－２６　ハリファックスビル,35.6618494,139.7365852,虎ノ門・六本木
4100,食料品,ハインツ日本（株）,東京都台東区浅草橋５－２０－８　ＣＳタワー１１階,35.7013861,139.7814232,-
4330,金属製品,ヘガネスジャパン（株）,東京都港区赤坂４－２－１９　赤坂シャスタ・イースト,35.675301,139.7350657,-
4420,他製造業,アンドリッツ・ファブリック＆ロール（株）,東京都中央区新川１－５－１８　泉新川ビル,35.677683,139.781623,-
4520,情報・システム・ソフト,日本ＩＢＭ（株）（登記社名　日本アイ・ビー・エム（株））,東京都中央区日本橋箱崎町１９－２１,35.6788146,139.787181,-
4660,電気機器卸売,インテル（株）,東京都千代田区丸の内３－１－１　国際ビル５階,35.6767148,139.7612147,大丸有
4700,化学,アイ・エフ・エフ日本（株）,東京都品川区東大井１－２１－４　アイ・エフ・エフビル,35.6036562,139.7411129,-
4710,他サービス,インターテックテスティングサーヴィセスジャパン（株）,東京都中央区日本橋堀留町１－４－２　日本橋ノーススクエア３階,35.6882952,139.779279,-
4860,医薬品,ヤンセンファーマ（株）,東京都千代田区西神田３－５－２,35.6982814,139.7528186,-
4900,電気機器,アジャックストッコ・マグネサーミックジャパン（株）,東京都江東区東陽２－４－１４　三井ウッディビル２階,35.6684614,139.8182147,-
5060,化学,日本ゴア合同会社,東京都港区港南１－８－１５　Ｗビル１４階,35.6303771,139.7441833,-
5220,貨物運送,西濃シェンカー（株）,東京都品川区東品川２－２－２４　天王洲セントラルタワー１６階,35.6228215,139.7486778,-
5250,石油石炭,日本サン石油（株）,東京都千代田区麹町３－４　トラスティ麹町ビル４階,35.6849326,139.7376202,-
5280,他製造業,タッパーウェアブランズ・ジャパン（株）,東京都千代田区紀尾井町３－１２　紀尾井町ビル１６階,35.6823569,139.7367421,-
5350,医薬品,ジョンソン・エンド・ジョンソン（株）,東京都千代田区西神田３－５－２　千代田ファーストビル西館,35.6982814,139.7528185,-
5560,化学,シェブロンジャパン（株）,東京都港区愛宕２－５－１　愛宕グリーンヒルズＭＯＲＩタワー１８階,35.6621409,139.7488929,虎ノ門・六本木
5620,化学,化薬ヌーリオン（株）,東京都中央区日本橋堀留町２－１－３　ヤマトインターナショナル日本橋ビル５階,35.6876319,139.7813833,-
5630,食料品,日本ケロッグ合同会社,東京都千代田区二番町３－５　麹町三葉ビル１階,35.6855696,139.737344,-
5920,機械卸売,キューリック・アンド・ソファ・ジャパン（株）,東京都品川区北品川１－３－１２　第５小池ビル１階,35.6229502,139.7398908,-
6120,繊維・衣服卸売,リーバイ・ストラウス　ジャパン（株）,東京都渋谷区神宮前６－１６－１２,35.6650779,139.7033955,-
6130,機械卸売,レイボルド（株）,東京都中央区日本橋１－３－１３　東京建物日本橋ビル６階,35.6830357,139.7733151,日八京
6220,精密機器卸売,スウォッチグループジャパン（株）,東京都中央区銀座７－９－１８　ニコラス・Ｇ・ハイエックセンター,35.6689508,139.7630562,-
6240,化学,日本ロレアル（株）,東京都新宿区西新宿３－７－１　新宿パークタワー１６階,35.6854269,139.6908388,-
6250,専門店,ルイ・ヴィトンジャパン（株）,東京都千代田区平河町２－１－１,35.6815455,139.7415681,-
6310,化学,アルケマ吉富（株）,東京都千代田区丸の内１－１－１　パレスビル,35.685132,139.7615664,大丸有
6400,人材派遣・業務請負,マンパワーグループ（株）,東京都港区芝浦３－１－１　田町ステーションタワーＮ３０階,35.6447514,139.7493165,-
6460,精密機器,マーポス（株）,東京都大田区南馬込５－３４－１　マーポスビル,35.5858587,139.7078917,-
6560,広告,（株）マッキャン・ワールドグループホールディングス,東京都港区南青山１－１－１　新青山ビル東館２３階,35.6727357,139.7253676,-
6580,飲食・外食,日本マクドナルドホールディングス（株）,東京都新宿区西新宿６－５－１　新宿アイランドタワー,35.693132,139.693142,-
6680,精密機器,日本メドトロニック（株）,東京都港区港南１－２－７０　品川シーズンテラス,35.6324899,139.743003,-
6690,食料品卸売,メグレ・ジャパン（株）,東京都中央区銀座１－１５－４　銀座１丁目ビル１１階,35.673776,139.7704395,-
6790,他サービス,メルクホールディングス合同会社,東京都目黒区下目黒１－８－１　アルコタワー５階,35.6316957,139.7132982,-
7220,機械卸売,ミューラー・マルテイニジャパン（株）,東京都板橋区東坂下２－５－１４,35.7839817,139.688512,-
7320,輸送用機器卸売,ナジコ・スパイサー（株）,東京都中央区築地３－１０－１０　築地ナジコビル,35.667816,139.7727559,-
7350,化学,ナルコジャパン合同会社,東京都中央区晴海１－８－１１　晴海トリトンスクエアＹ棟,35.6565438,139.7814778,-
7370,情報・システム・ソフト,日本ＮＣＲ（株）,東京都中央区新川１－２１－２　茅場町タワー,35.6771337,139.7858012,-
7480,食料品卸売,日仏貿易（株）,東京都千代田区霞が関３－６－７　霞が関プレイス,35.6716958,139.7453443,-
7550,機械,ボブストジャパン（株）,東京都大田区平和島６－１－１　ＴＲＣセンタービル８階,35.5778941,139.7492225,-
7620,電気機器,日本メルセン（株）,東京都新宿区西新宿２－７－１　小田急第一生命ビル１４階,35.6915156,139.6913635,-
7680,他製造業,ドルマカバジャパン（株）,東京都大田区南蒲田２－１６－１,35.5557469,139.722215,-
7740,医薬品,日本メジフィジックス（株）,東京都江東区新砂３－４－１０,35.66424,139.8361181,-
7750,ゴム製品,日本ミシュランタイヤ（株）,東京都新宿区西新宿３－７－１　新宿パークタワー１３階,35.6854269,139.6908388,-
7780,他製造業,イメリススペシャリティーズジャパン（株）,東京都品川区東品川４－１２－１　品川シーサイドサウスタワー１１階,35.6084321,139.7478793,-
7820,精密機器,日本ポール（株）,東京都新宿区西新宿６－５－１,35.6931766,139.6931655,-
7840,電気機器卸売,（株）フィリップス・ジャパン,東京都港区港南２－１３－３７　フィリップスビル,35.6281599,139.7451647,-
7930,総合卸売,ＤＫＳＨジャパン（株）,東京都港区三田３－４－１９　ＤＫＳＨ三田ビルディング,35.6464189,139.7440704,-
7960,パルプ・紙,日本テトラパック（株）,東京都千代田区富士見２－１０－２　飯田橋グラン・ブルーム８階,35.6989473,139.7438702,-
7980,化学,バイエルクロップサイエンス（株）,東京都千代田区丸の内１－６－５　丸の内北口ビル２４階,35.683938,139.7668852,大丸有
8010,機械,日本ドレッサー（株）,東京都中央区晴海１－８－１０　晴海アイランド　トリトンスクエア　オフィスタワーＸ２３階,35.6573718,139.7827814,-
8040,新聞・出版,（株）日経サイエンス,東京都千代田区大手町１－３－７　日本経済新聞社内,35.6887675,139.7622666,大丸有
8080,化学,日揮ユニバーサル（株）,東京都品川区大崎１－６－３　日精ビル,35.6200683,139.729997,-
8150,化学,日本アルキルアルミ（株）,東京都千代田区内幸町２－２－２　富国生命ビル１６階,35.6705752,139.7553851,-
8180,医薬品卸売,バイオ・ラッドラボラトリーズ（株）,東京都品川区東品川２－２－２４　天王洲セントラルタワー２０階,35.6228215,139.7486778,-
8190,医薬品,日本ベーリンガーインゲルハイム（株）,東京都品川区大崎２－１－１　ＴｈｉｎｋＰａｒｋ　Ｔｏｗｅｒ,35.6184266,139.7275827,-
8270,機械,日本ドナルドソン（株）,東京都立川市錦町１－８－７,35.6953587,139.4189282,-
8320,化学,エヌ・イーケムキャット（株）,東京都港区浜松町２－４－１　世界貿易センタービルディング南館２７階,35.6547442,139.7563434,-
8350,機械,日本フィッシャ（株）,東京都品川区東品川１－２－５　リバーサイド品川港南ビル４階,35.6228527,139.7446345,-
8380,倉庫・物流関連,セントラル・タンクターミナル（株）,東京都中央区日本橋堀留町２－２－１,35.688226,139.780863,-
8430,ホテル,日本ヒルトン（株）,東京都新宿区西新宿６－６－２,35.692724,139.6912126,-
8450,非鉄金属,ハンターダグラスジャパン（株）,東京都港区六本木１－８－７　ＭＦＰＲ六本木麻布台ビル６階,35.6631512,139.7397358,虎ノ門・六本木
8490,化学,日本ケッチェン（株）,東京都港区芝浦１－２－１　シーバンスＮ館２０階,35.6499772,139.7569822,-
8520,化学,日本ルーブリゾール（株）,東京都品川区上大崎３－１－１,35.6335701,139.7162097,-
8610,電気機器,モトローラ・ソリューションズ（株）,東京都港区芝大門１－１６－３　芝大門１１６ビル,35.6574483,139.7544853,-
8640,輸送機器,ＮＯＫ（株）,東京都港区芝大門１－１２－１５,35.6578381,139.7530616,-
8660,機械,日本オーチス・エレベータ（株）,東京都文京区本駒込２－２８－８　文京グリーンコート２３階,35.7297244,139.7474801,-
8750,金属製品,ポップリベット・ファスナー（株）,東京都千代田区紀尾井町３－６　紀尾井町パークビル,35.6821922,139.7360636,-
8800,機械,ｔｈｙｓｓｅｎｋｒｕｐｐ　ｒｏｔｈｅ　ｅｒｄｅ　Ｊａｐａｎ（株）,東京都中央区八丁堀４－３－５,35.6743574,139.7740677,-
8860,機械,日本シーラス（株）,東京都荒川区町屋６－６－１,35.7502357,139.7819013,-
8870,精密機器,カーディナルヘルス（株）,東京都新宿区西新宿３－７－１　新宿パークタワー３５階,35.6854269,139.6908388,-
9100,化学,クラリアント触媒（株）,東京都文京区本駒込２－２８－８　文京グリーンコートセンターオフィス９階,35.7299074,139.7474002,-
9190,化学,ニベア花王（株）,東京都中央区新富１－１８－１　住友不動産京橋ビル,35.6727253,139.7757223,-
9220,化学,ＮＯＫクリューバー（株）,東京都港区芝大門１－１２－１５　正和ビル,35.6579002,139.7530295,-
9250,機械卸売,ノードソン（株）,東京都品川区勝島１－５－２１　東神ビルディング８階,35.5960853,139.7460912,-
9280,ガラス・土石,サンゴバン（株）,東京都千代田区麹町３－７　サンゴバンビル,35.6833514,139.7399354,-
9320,医薬品,ノボ　ノルディスク　ファーマ（株）,東京都千代田区丸の内２－１－１　明治安田生命ビル,35.6791077,139.7621731,大丸有
9400,化学卸売,イングレディオン・ジャパン（株）,東京都港区新橋３－５－１０　新三ビル２階,35.6660664,139.75479,-
9460,海運,（株）フェアフィールドジャパン,東京都千代田区霞が関３－３－２　新霞が関ビル１８階,35.6719163,139.7463465,-
9610,その他卸売,パンドウイット・コーポレーション（日本支社）,東京都港区港南２－１３－３１　品川ＮＳＳビル３階,35.6273505,139.7452046,-
9640,化学卸売,パルファン・クリスチャン・ディオール・ジャポン（株）,東京都千代田区平河町２－１－１　住友不動産平河町ビル,35.681601,139.741591,-
9660,機械,パーカー・ハネフィン日本（株）,東京都品川区東品川２－３－１４　東京フロントテラス１６階,35.6241067,139.7505197,-
9690,鉄鋼・金属卸売,セルマーク・ジャパン（株）,東京都千代田区富士見１－８－１９　住友不動産千代田富士見ビル２階,35.6984508,139.745484,-
9760,医薬品,ヴィアトリス製薬（株）,東京都港区虎ノ門５－１１－２　オランダヒルズ森タワー,35.6612915,139.7440469,虎ノ門・六本木
9770,ガラス・土石,ミンテックジャパン（株）,東京都中央区日本橋小伝馬町１１－９　住友生命日本橋小伝馬町ビル,35.6911947,139.7785473,-
9810,化学卸売,シェブロンフィリップス化学（株）,東京都中央区日本橋室町３－３－９,35.6878943,139.7738242,日八京
9820,他小売,ピーロート・ジャパン（株）,東京都港区港南２－１３－３１　品川ＮＳＳビル５階,35.6273505,139.7452046,-
9910,化学卸売,ピーピージー・ジャパン（株）,東京都品川区東品川２－３－１４,35.6241097,139.7505859,-
10010,医薬品,キャタレント・ジャパン（株）,東京都港区赤坂４－９－１７　赤坂第一ビル３階,35.6747582,139.7325513,-
10150,化学,レブロン（株）,東京都千代田区麹町１－３　ニッセイ半蔵門ビル７階,35.6838743,139.7424901,-
10300,化学,ＤＤＰスペシャルティ・プロダクツ・ジャパン（株）,東京都千代田区永田町２－１１－１　山王パークタワー,35.6733558,139.7403363,-
10320,精密機器卸売,日本ロレックス（株）（登記社名　日本ロレツクス（株））,東京都千代田区丸の内２－３－２　郵船ビル,35.6815262,139.7627409,大丸有
10420,その他卸売,エス・テー・デュポン・ジャポン（株）,東京都港区六本木１－７－２７　全特六本木ビルＷＥＳＴ棟３階,35.6639909,139.7390572,虎ノ門・六本木
10460,総合卸売,日本サムスン（株）,東京都港区港南２－１６－４　品川グランドセントラルタワー１０階,35.6266147,139.7407736,-
10480,化学,クラリアントジャパン（株）,東京都文京区本駒込２－２８－８　文京グリーンコートセンターオフィス９階,35.7299074,139.7474002,-
10500,機械,サンドビックマテリアルズテクノロジージャパン（株）,東京都中央区日本橋浜町２－１－１,35.6853945,139.7871273,-
10710,その他卸売,（株）グループセブジャパン,東京都港区南青山１－１－１　新青山ビル東館４階,35.6727357,139.7253676,-
10720,金属製品,セコ・ツールズ・ジャパン（株）,東京都大田区南蒲田２－１６－１　テクノポートカマタセンタービル２階,35.55538,139.7223747,-
10750,精密機器,セイコー・イージーアンドジー（株）,東京都中央区八丁堀２－２６－９　グランデビル６階,35.6757448,139.7778936,-
10790,電気機器卸売,セミクロン（株）,東京都千代田区神田猿楽町２－８－４　猿楽町菊英ビル４階,35.7002967,139.75822,-
10840,金属製品,（株）ＣＳＩジャパン,東京都港区虎ノ門１－２－８,35.669523,139.7483939,虎ノ門・六本木
10900,ガラス・土石,信越石英（株）,東京都新宿区西新宿１－２２－２　新宿サンエービル１２階,35.6887629,139.6960034,-
10930,化学,キャボットジャパン（株）,東京都港区芝大門２－５－５　住友芝大門ビル３階,35.6551394,139.7541075,-
11000,非鉄金属,グローバルアドバンストメタルジャパン（株）,東京都千代田区丸の内３－４－１　新国際ビル９階,35.6764586,139.7620174,大丸有
11090,化学,日本シーカ（株）,東京都港区元赤坂１－２－７　赤坂Ｋタワー７階,35.6777869,139.7348263,-
11290,その他卸売,アメアスポーツジャパン（株）,東京都新宿区新宿６－２７－３０　新宿イーストサイドスクエア６階,35.696585,139.7088723,-
11320,金属製品,スプレーイングシステムスジャパン合同会社,東京都品川区東五反田５－１０－２５,35.6293224,139.7251944,-
11340,その他卸売,ステッドラー日本（株）,東京都千代田区岩本町１－６－３　プライム岩本町ビル,35.6961509,139.7750724,-
11360,食料品,日本スタンゲ（株）,東京都千代田区神田美土代町７　神田第二中央ビル３階,35.6931896,139.7655788,-
11380,化学卸売,ヌーリオン・ジャパン（株）,東京都中央区日本橋堀留町２－１－３　ヤマトインターナショナル日本橋ビル５階,35.6876319,139.7813833,-
11530,機械,イートン（株）,東京都港区赤坂８－１１－３７　いちご乃木坂ビル,35.6686445,139.7273141,-
11570,化学,スリーエムジャパンイノベーション（株）,東京都品川区北品川６－７－２９,35.6237883,139.7338705,-
11880,化学,日本エア・リキード合同会社,東京都港区芝浦３－４－１　グランパークタワー,35.6436764,139.7455608,-
11980,電気機器,日本テキサス・インスツルメンツ合同会社,東京都港区港南１－２－７０　品川シーズンテラス,35.6324899,139.743003,-
12020,総合卸売,（株）テンダイ,東京都千代田区神田錦町１－１２－３,35.6935381,139.7642308,-
12270,化学,デュポン・東レ・スペシャルティ・マテリアル（株）,東京都千代田区永田町２－１１－１　山王パークタワー１０階,35.6731479,139.7406938,-
12320,ガラス・土石,サンゴバン・ティーエム（株）,東京都千代田区麹町３－７　サンゴバンビル,35.6833514,139.7399354,-
12330,化学,モメンティブ・パフォーマンス・マテリアルズ・ジャパン合同会社,東京都港区赤坂５－２－２０　赤坂パークビル,35.6722095,139.7333495,-
12540,医薬品,バクスター（株）,東京都中央区晴海１－８－１０　トリトンスクエア・オフィスタワーＸ９階,35.6566979,139.7823842,-
12575,繊維・衣服,トリンプ・インターナショナル・ジャパン（株）,東京都中央区築地５－６－４　浜離宮三井ビルディング,35.662664,139.764903,-
12660,鉄鋼・金属卸売,アッサブジャパン（株）,東京都千代田区六番町２－８　番町Ｍビル,35.6883127,139.7344271,-
12700,化学,ユニリーバ・ジャパン（株）,東京都目黒区上目黒２－１－１　中目黒ＧＴタワー,35.6436278,139.6989839,-
12790,その他卸売,（株）ウノアエレジャパン,東京都渋谷区渋谷１－２３－１８　渋谷ワールドイーストビル３階,35.6623664,139.7024456,-
12830,鉄鋼・金属卸売,エフ・ジェイ・ディー・ジャパン（株）,東京都千代田区麹町４－３　麹町４丁目ビル２階,35.6833609,139.7376801,-
12840,化学,ユニオン昭和（株）,東京都港区港南１－８－４０　Ａ－ＰＬＡＣＥ品川,35.6305894,139.7433918,-
13170,精密機器,ＧＥヘルスケア・ジャパン（株）,東京都日野市旭が丘４－７－１２７,35.6569471,139.3672495,-
13180,精密機器卸売,アジレント・テクノロジー（株）,東京都八王子市高倉町９－１,35.6685618,139.3643395,-
13250,繊維・衣服卸売,ゼニア・ジャパン（株）,東京都港区虎ノ門２－１０－１　虎ノ門ツインビルディングＡＮＮＥＸ３階,35.667481,139.7451647,虎ノ門・六本木
100001,コンサルティング,ＩＱＶＩＡソリューションズジャパン（株）,東京都港区高輪４－１０－１８　京急第１ビル,35.6287065,139.7368611,-
100018,海運,エバーグリーン・シッピング・エージェンシー・ジャパン（株）,東京都港区高輪２－１５－１３,35.637225,139.7386756,-
100028,化学卸売,クラランス（株）,東京都港区六本木６－８－１０,35.6612511,139.7325249,虎ノ門・六本木
100044,他サービス,ＲＸ　Ｊａｐａｎ（株）,東京都新宿区西新宿１－２６－２　新宿野村ビル１８階,35.6929509,139.6953653,-
100049,情報・システム・ソフト,日本情報通信（株）,東京都中央区明石町８－１　聖路加タワー１５階,35.6669425,139.7784923,-
100070,精密機器卸売,アメテック（株）,東京都港区芝大門１－１－３０　芝ＮＢＦタワー,35.6594905,139.7531503,-
100071,その他卸売,リヤドロジャパン（株）,東京都中央区銀座７－１１－３　矢島ビル６階,35.6685543,139.76399,-
100086,情報・システム・ソフト,ＳＡＳ　Ｉｎｓｔｉｔｕｔｅ　Ｊａｐａｎ（株）,東京都港区六本木６－１０－１　六本木ヒルズ森タワー１１階,35.6607345,139.7292066,虎ノ門・六本木
100092,投信・投資顧問,シュローダー・インベストメント・マネジメント（株）,東京都千代田区丸の内１－８－３　丸の内トラストタワー本館２１階,35.6823799,139.7694411,大丸有
100093,投信・投資顧問,ベアリングス・ジャパン（株）,東京都中央区京橋２－２－１　京橋エドグラン７階,35.6773686,139.7694908,日八京
100120,機械卸売,ＰＣＣディストリビューション・ジャパン（株）,東京都町田市小川２－２５－４,35.5305814,139.4717495,-
100147,その他卸売,アクシネット・ジャパン・インク（日本支店）,東京都港区北青山２－１１－３　Ａ－ＰＬＡＣＥ青山,35.6715042,139.7147181,-
100152,機械,ハバジット日本（株）,東京都品川区西五反田３－１１－６　サンウエスト山手ビル６階,35.6270733,139.7153518,-
100169,繊維・衣服卸売,日本フィスバ（株）,東京都港区南青山２－７－２８　ユニマット南青山仲通りビル２階,35.6709714,139.7223608,-
100174,倉庫・物流関連,ＤＨＬサプライチェーン（株）,東京都品川区北品川４－７－３５　御殿山トラストタワー８階,35.6221677,139.7370215,-
100179,食料品卸売,フォンテラジャパン（株）,東京都港区港南２－１６－２　太陽生命品川ビル２５階,35.6271646,139.7405341,-
100197,ゴム製品,フォルボ・ジークリング・ジャパン（株）,東京都品川区大崎５－１０－１０　大崎ＣＮビル４階,35.62139,139.726046,-
100216,ガラス・土石卸売,スワロフスキー・ジャパン（株）,東京都千代田区麹町１－１２－１　住友不動産ふくおか半蔵門ビル４階,35.6849236,139.7436976,-
100236,その他卸売,コダック合同会社,東京都品川区東品川４－１０－１３　ＫＤＸ東品川ビル,35.6079202,139.7466018,-
100262,鉄鋼・金属卸売,ユミコアジャパン（株）,東京都港区赤坂１－１２－３２　アーク森ビル２６階,35.6671134,139.740135,虎ノ門・六本木
100266,その他卸売,ヘレウス（株）,東京都文京区大塚２－９－３　住友不動産音羽ビル,35.7207879,139.729748,-
100274,投信・投資顧問,アバディーン・ジャパン（株）,東京都千代田区大手町１－９－２　大手町フィナンシャルシティ　グランキューブ９階,35.6884052,139.7647492,大丸有
100276,電気機器卸売,コンカレント日本（株）,東京都台東区柳橋２－１９－６　柳橋ファーストビル４階,35.6986584,139.7903715,-
