会社コード,業種名,和文社名,住所,lat,lon
430008,他製造業,Ａｎｄｒｅｕ　Ｗｏｒｌｄ　Ｐａｃｉｆｉｃ（株）,東京都港区南青山２－１９－６　Ｒａｔｉｏ南青山,35.6699834,139.7199405
430019,鉱業,クライマックス　モリブデン　アジアコーポレーション（日本事務所）,東京都千代田区丸の内１－８－１　丸の内トラストタワーＮ館１７階,35.6832253,139.7697606
430023,他サービス,ＫＰＭＧジャパン（本部）,東京都新宿区津久戸町１－２　あずさセンタービル,35.7023905,139.7414522
430024,人材派遣・業務請負,Ａｌｌｅｇｉｓ　Ｇｒｏｕｐ　Ｊａｐａｎ（株）,東京都港区赤坂２－１４－３２　赤坂２．１４プラザビル２階,35.6725321,139.7374606
430025,他サービス,ＶｅｇａＰｒｏｊｅｃｔ（株）,東京都中央区日本橋本町１－２－６　日本橋本町スクエア５階,35.68558,139.7764379
430026,電気機器卸売,Ａｎｉｘｔｅｒ　Ｊａｐａｎ（株）,東京都港区赤坂４－７－１５　赤坂丹後ビル６階,35.6754294,139.7339977
430036,コンサルティング,Ｋ＆Ｌ　Ｇａｔｅｓ外国法共同事業法律事務所,東京都港区虎ノ門１－２３－１　虎ノ門ヒルズ森タワー２８階,35.6668216,139.7494178
430044,他製造業,テラリコン・インコーポレイテッド（日本支店）,東京都文京区湯島２－３１－２２　湯島アーバンビル６階,35.7071327,139.7659667
430045,情報・システム・ソフト,オレンジビジネスサービスジャパン（株）,東京都港区虎ノ門４－３－１　城山トラストタワー３４階,35.6646397,139.7430889
430046,コンサルティング,Ｌ．Ｅ．Ｋ．コンサルティング（株）,東京都港区虎ノ門４－３－１　城山トラストタワー２８階,35.6646397,139.7430889
430047,人材派遣・業務請負,Ｍａｊｏｒ，Ｌｉｎｄｓｅｙ＆Ａｆｒｉｃａ－Ｊａｐａｎ合同会社,東京都港区虎ノ門４－２－１２　虎ノ門４丁目ＭＴビル２号館９階,35.6641737,139.7456066
430050,貨物運送,ナショナル・エアカーゴ・ジャパン（株）,東京都港区港南２－１６－１　品川イーストワンタワー４階,35.627763,139.7407736
430053,不動産,ペンブローク・リアルエステート・ジャパン，エルエルシー（日本支社）,東京都港区六本木７－７－７　Ｔｒｉ－Ｓｅｖｅｎ　Ｒｏｐｐｏｎｇｉ６階,35.6649716,139.7291616
430055,投信・投資顧問,パトナム・インベストメンツ・ジャパン（株）,東京都港区虎ノ門４－３－２０　神谷町ＭＴビル,35.6634944,139.744526
430056,コンサルティング,シャーマン　アンド　スターリング外国法事務弁護士事務所（東京事務所）,東京都千代田区内幸町２－２－２　富国生命ビル９階,35.6705752,139.7553851
430060,輸送機器,リナマージャパン（株）,東京都新宿区四谷坂町９－９　三廣ビル８階,35.6909656,139.7285538
430062,貨物運送,ドイグロジャパン（株）,東京都港区港南２－４－１３　スターゼン品川ビル１０階,35.6285134,139.7441667
430063,化学卸売,アンブリオリス・ジャパン（株）,東京都渋谷区神南１－１５－３　神南プラザビル,35.6635532,139.6995535
430069,食料品,ペーアッシュパリジャポン（株）（登記社名　ＰＨ　ＰＡＲＩＳ　ＪＡＰＯＮ（株））,東京都港区北青山３－１０－１８　北青山本田ビル２階,35.663903,139.7102448
430071,他小売,ロンシャン・ジャパン（株）,東京都渋谷区神宮前４－３０－４　エムズクロス表参道３階,35.6695226,139.7083897
430073,他サービス,ＤＩＡＭ　ＪＡＰＡＮ（株）,東京都新宿区西新宿５－１１－３　黒須ビル１階,35.6919887,139.6859727
430075,専門店,メゾン・ド・ヴェルディ（株）,東京都目黒区自由が丘１－８－９　岡田ビル１～２階,35.6067864,139.6687669
430077,機械卸売,ＦＩＶＥＳ（日本支社）,東京都港区虎ノ門１－１６－４　アーバン虎ノ門ビル５階,35.6684419,139.7489944
430078,他サービス,アリアンスペース社　東京事務所,東京都千代田区霞が関３－２－５　霞が関ビル３１階,35.671183,139.7472406
430086,人材派遣・業務請負,ターディス・グループ・ジャパン（株）,東京都中央区京橋２－２－１　京橋エドグラン２６階,35.6773686,139.7694908
430094,その他卸売,Ｆｏｒｂｏ　Ｆｌｏｏｒｉｎｇ　Ｂ．Ｖ．（日本支店）,東京都品川区大崎５－１０－１０　大崎ＣＮビル４階,35.62139,139.726046
430101,その他卸売,ＵＳＭ　Ｕ．シェアラー・ソンズ（株）,東京都千代田区丸の内２－１－１　丸の内ＭＹ　ＰＬＡＺＡ　１・２階,35.6793825,139.7620533
430106,情報・システム・ソフト,ニューコン（株）,東京都荒川区東日暮里５－４１－１２　日暮里コミュニティビル,35.7267738,139.7741334
430113,その他卸売,（有）ガットマンジャパン,東京都中野区若宮１－４３－１６－２０２,35.7189706,139.6471917
430114,他サービス,ＴＶＴジャパン（株）,東京都品川区上大崎４－５－３７　本多電機ビル１階,35.6285128,139.7156311
430121,倉庫・物流関連,ＨＡＶＩサプライチェーン・ソリューションズ・ジャパン合同会社,東京都中野区本町２－４６－１　中野坂上サンブライトツインビル,35.6966853,139.6821491
430123,人材派遣・業務請負,ＰｅｏｐｌｅＳｅａｒｃｈ（株）,東京都千代田区内幸町１－１－１　帝国ホテルタワー１２階Ｂ６,35.6719343,139.7589986
430125,旅行,Ｂｏｏｋｉｎｇ．ｃｏｍ　Ｊａｐａｎ（株）,東京都港区北青山３－６－１　Ｏａｋ　Ｏｍｏｔｅｓａｎｄｏ５階,35.6656909,139.7105702
430126,情報・システム・ソフト,（株）データダイレクト・ネットワークス・ジャパン,東京都千代田区四番町６－２　東急番町ビル８階,35.6892357,139.7357443
430127,レジャー・娯楽,マーリン・エンターテイメンツ・ジャパン（株）,東京都港区台場１－６－１　デックス東京ビーチ　アイランドモール６階,35.6290584,139.7759965
430128,機械卸売,ホットスタート・アジア・パシフィック合同会社,東京都文京区本駒込２－２７－１５　イントランス本駒込ビル４階,35.7306454,139.7505342
430130,投信・投資顧問,ＯＡＮＤＡ証券（株）,東京都千代田区麹町３－６　住友不動産麹町ビル３号館４階,35.6846358,139.7385029
430131,倉庫・物流関連,（株）アーヴァート・デジタル・サービス・ジャパン,東京都江東区辰巳３－１２－２０　絹川屋運送株式会社内３階,35.6431806,139.8176708
430134,広告,ＳＧＫジャパン（登記社名　（株）シャーク・ジャパン）,東京都品川区上大崎２－２４－９　アイケイビルディング４階,35.6354246,139.7139442
430136,情報・システム・ソフト,ＴｏｐＴｅｃｈ　Ｉｎｆｏｒｍａｔｉｃｓ（株）,東京都千代田区西神田２－５－８　共和壱五番館８階,35.6990234,139.7539278
430137,飲食・外食,ウェンディーズ・ジャパン（株）,東京都新宿区四谷４－３４－１　新宿御苑前アネックスビル５階,35.6902514,139.714872
430146,その他卸売,オラフォルジャパン（株）,東京都千代田区内神田２－１６－１１　内神田渋谷ビル,35.6923226,139.7689219
430150,他サービス,（株）Ｇｅｒｓｏｎ　Ｌｅｈｒｍａｎ　Ｇｒｏｕｐ,東京都港区愛宕２－５－１　愛宕グリーンヒルズＭＯＲＩタワー２６階,35.6621409,139.7488929
430152,化学卸売,（株）ＣＭＴ日本,東京都千代田区神田神保町１－２３　神田近江屋ビル５階,35.695036,139.760981
430157,その他卸売,レイコップ・ジャパン（株）,東京都港区虎ノ門３－２２－１　虎ノ門桜ビル３階,35.6615435,139.7481588
430158,化学卸売,（株）ＯＴＣ（日本支社）,東京都墨田区錦糸１－２－１　アルカセントラル１４階,35.6973487,139.8114691
430159,情報・システム・ソフト,ＰＩＡＮＯ　Ｊａｐａｎ（株）,東京都渋谷区神宮前１－１４－３４　原宿神宮の森ビル２階,35.6709968,139.7030439
430163,電気機器,ティ・ディ・パワーシステムズ・リミテッド（日本支社）,東京都品川区北品川３－３－３　東和ビル４階,35.6217576,139.7387778
430170,他サービス,（株）Ｂｉｇ　Ｂｒｉｄｇｅ　Ｉｎｔｅｒｎａｔｉｏｎａｌ（日本支社）,東京都渋谷区千駄ヶ谷１－１３－１１　ＣＨＡＲＩ千駄ヶ谷３階－３,35.6771714,139.7119006
430172,他サービス,ＳＡＩグローバルジャパン（株）,東京都港区芝２－２８－１１　芝ＭＫビル８階,35.649843,139.7530829
430182,食料品卸売,レッドブル・ジャパン（株）,東京都渋谷区渋谷１－３－３　ヒューリック青山第２ビル,35.6620475,139.7063363
430184,投資業等,ストーンエックスフィナンシャル（株）,東京都中央区日本橋室町４－４－１０　東短室町ビル３階,35.6890342,139.773303
430187,電気機器卸売,アクア（株）,東京都中央区日本橋堀留町１－１１－１２　ＪＰＲ日本橋堀留ビル３階,35.6890955,139.7793062
430188,他サービス,Ｅｕｒｏｍｏｎｉｔｏｒ　Ｉｎｔｅｒｎａｔｉｏｎａｌ　Ｌｉｍｉｔｅｄ（日本支店）,東京都港区虎ノ門４－３－１　城山トラストタワー３６階,35.6646397,139.7430889
430189,旅行,ベックストラベルジャパン（株）,東京都港区虎ノ門４－１－１　神谷町トラストタワー２４階,35.6650161,139.7454071
430190,旅行,マカオ航空　日本支社（登記社名　ＡＩＲ　ＭＡＣＡＵ　Ｃｏｍｐａｎｙ　Ｌｔｄ．）,東京都港区虎ノ門２－４－１　虎ノ門ピアザビル９階,35.6688842,139.7476797
430192,旅行,アンフィトリオン・ジャパン（株）,東京都中央区京橋１－６－６　ハラダビル４階,35.6776785,139.7718972
430193,情報・システム・ソフト,ＣＲＩＴＥＯ（株）,東京都渋谷区恵比寿４－２０－３　恵比寿ガーデンプレイスタワー２６階,35.6422106,139.7134456
430194,新聞・出版,（株）日経ナショナルジオグラフィック,東京都港区虎ノ門４－３－１２,35.663985,139.743386
430197,電気機器卸売,中日電熱（株）,東京都港区芝公園１－６－７　住友不動産ランドマークプラザ８階,35.6584113,139.7522909
430199,ホテル,ザ・リーディングホテルズ・オブ・ザ・ワールド（日本支社）,東京都目黒区下目黒１－３－２７　アセンド目黒２階,35.6343123,139.7127777
430200,情報・システム・ソフト,Ｆｏｒｅｘｗａｒｅ　Ｊａｐａｎ（株）,東京都港区白金台５－８－７　５０７号室,35.641289,139.7207343
430205,電気機器,ネオフォトニクス・セミコンダクタ合同会社,東京都八王子市東浅川町５５０－１０,35.6434382,139.2913859
430211,他サービス,（株）ＩＥ　ＪＡＰＡＮ,東京都千代田区神田須田町２－２３－１　天翔秋葉原万世橋ビル３階３０８号,35.6968623,139.7713046
430212,電気機器卸売,ソニックステクノロジー（株）,東京都千代田区九段南４－８－２７　小林ビル２階,35.6914042,139.7378322
430214,倉庫・物流関連,ゲブルダーバイス（株）,東京都中央区新川１－１７－２５　東茅場町有楽ビル６階,35.6785306,139.7833806
430216,食料品卸売,（株）ラクトサンサノボジャパン,東京都杉並区高円寺北３－２－１　プチフォンテーヌ,35.7055634,139.6482972
430219,その他卸売,モトローラ・モビリティ・ジャパン合同会社,東京都千代田区外神田４－１４－１　秋葉原ＵＤＸ,35.7006943,139.7726237
430228,情報・システム・ソフト,（株）Ｉｍｐｅｒｖａ　Ｊａｐａｎ,東京都中央区京橋２－７－１４　ビュレックス京橋,35.6768545,139.7713181
430229,情報・システム・ソフト,ネットギアジャパン合同会社,東京都中央区京橋３－７－５　近鉄京橋スクエア８階,35.675572,139.770437
430230,情報・システム・ソフト,（株）サブゲート,東京都千代田区外神田２－５－１５　外神田Ｋビル４階,35.7000136,139.7688233
430235,情報・システム・ソフト,エムファシス・コーポレイション（日本支社）,東京都中央区日本橋兜町５－１　兜町第１平和ビル３階,35.6822344,139.7783875
430239,コンサルティング,オリバーワイマングループ（株）,東京都港区赤坂９－７－１　ミッドタウン・タワー１６階,35.6662186,139.7303961
430242,倉庫・物流関連,ヘルマンワールドワイドロジスティックス（株）,東京都千代田区岩本町１－１１－２　神田風源ビル５階,35.6927851,139.7786671
430246,他サービス,ＣＡＡ－ＧＢＧ（日本支社）（登記社名　ＣＡＡ－ＧＢＧインターナショナル・リミテッド）,東京都目黒区下目黒１－８－１　目黒アルコタワー７階,35.6316957,139.7132982
430250,他金融,Ｍａｓｔｅｒｃａｒｄ　Ｐｒｅｐａｉｄ　Ｍａｎａｇｅｍｅｎｔ　Ｓｅｒｖｉｃｅｓ　Ｊａｐａｎ（株）,東京都渋谷区桜丘町２６－１　セルリアンタワー１６階,35.6564093,139.6993541
430252,他サービス,Ｐｅｇａｓｕｓ　Ｓｏｌｕｔｉｏｎｓ　Ｊａｐａｎ合同会社,東京都中央区日本橋室町４－３－９,35.6894282,139.7721223
430254,他サービス,Ｇｕｉｎｎｅｓｓ　Ｗｏｒｌｄ　Ｒｅｃｏｒｄｓ　Ｊａｐａｎ（株）,東京都渋谷区神宮前２－４－１２,35.6729246,139.7128741
430255,その他卸売,日本ゲッツナー（株）,東京都中央区日本橋大伝馬町６－８　ＰＭＯ日本橋大伝馬町７階,35.6895977,139.7791688
430256,コンサルティング,フロスト・アンド・サリバン・ジャパン（株）,東京都港区赤坂５－２－２０　赤坂パークビル２３階,35.6722095,139.7333495
430257,新聞・出版,（株）ハースト婦人画報社,東京都港区南青山３－８－３８　南青山東急ビル５階,35.6671881,139.7150326
430258,情報・システム・ソフト,Ｃｌｏｕｄｅｒａ（株）,東京都中央区京橋２－２－１　京橋エドグラン２６階,35.6773686,139.7694908
430262,電気機器卸売,（株）ストラタシス・ジャパン,東京都中央区新川１－１６－３　住友不動産茅場町ビル３階,35.6775426,139.78378
430268,医薬品,ホロジックジャパン（株）,東京都文京区後楽１－４－２５　日教販ビル,35.7035558,139.7481987
430272,他サービス,サーモフィッシャーダイアグノスティックス（株）,東京都港区芝浦４－２－８　住友不動産三田ツインビル東館４階,35.6427313,139.7447256
430273,コンサルティング,ＡＥＣＯＭ　Ｊａｐａｎ（株）,東京都新宿区西新宿１－２６－２　新宿野村ビル３２階,35.6929509,139.6953653
430274,情報・システム・ソフト,日本エクセム（株）,東京都千代田区神田錦町３－７　東京堂錦町ビル４階,35.6918169,139.7595142
430277,レジャー・娯楽,（株）ＷｅＭａｄｅ　Ｏｎｌｉｎｅ,東京都千代田区内神田１－４－１　大手町２１ビル２階,35.6899835,139.7655474
430279,情報・システム・ソフト,ディーエッジジャパン（株）,東京都渋谷区桜丘町２６－１　セルリアンタワー１５階,35.6564093,139.6993541
430281,ホテル,パシフィックセンチュリーホテル（株）,東京都千代田区丸の内１－１１－１　パシフィックセンチュリープレイス丸の内,35.6779865,139.7669297
430282,情報・システム・ソフト,エンタープライズＤＢ（株）,東京都新宿区西早稲田１－２２－３　早稲田大学インキュベーションセンター,35.7087334,139.7196485
430286,その他卸売,シスレージャパン（株）,東京都港区北青山２－１２－１６　北青山吉川ビル８階,35.6703147,139.7163892
430289,電力・ガス,Ｓｋｙ　Ｓｏｌａｒ　Ｊａｐａｎ（株）,東京都港区東新橋１－５－２　汐留シティセンター８階,35.6654972,139.7608806
430292,情報・システム・ソフト,Ｖｏｂｉｌｅ　Ｊａｐａｎ（株）,東京都渋谷区渋谷１－１２－２　クロスオフィス渋谷３０３号室,35.6603536,139.7034313
430293,電気機器,ＪＳＢ　ＴＥＣＨ　ＰＴＥ．　ＬＴＤ．（日本支店）,東京都千代田区二番町１　番町ハイム６３３号室,35.6864476,139.738116
430294,化学卸売,イルミナ（株）,東京都港区芝５－３６－７　三田ベルジュビル２２階,35.6450424,139.7453443
430296,電気機器卸売,ＳＭＡジャパン（株）,東京都港区芝３－２３－１　セレスティン芝三井ビル８階,35.6512574,139.7488573
430298,繊維・衣服卸売,（株）スタッフインターナショナルジャパン,東京都渋谷区恵比寿南１－１５－１　Ａ－ＰＬＡＣＥ恵比寿南ビル２階,35.6448313,139.7093124
430300,コンサルティング,長城コンサルティング（株）,東京都文京区本郷６－２６－１　トーカンキャステール本郷２０１,35.714943,139.7586193
430302,情報・システム・ソフト,ＩｎＭｏｂｉ　Ｊａｐａｎ（株）,東京都千代田区平河町１－６－４　Ｈ１Ｏ平河町９階,35.6823874,139.7402352
430307,情報・システム・ソフト,マスターコントロール（株）,東京都港区赤坂１－１２－３２　アーク森ビル２２階,35.6671134,139.740135
430310,電気機器,アドバンテック（株）,東京都台東区浅草６－１６－３,35.7165025,139.7999768
430311,情報・システム・ソフト,キリバ・ジャパン（株）,東京都港区虎ノ門４－１－１　神谷町トラストタワー２３階,35.6650161,139.7454071
430322,他サービス,ＷＰＰマーケティング・コミュニケーションズ合同会社,東京都渋谷区恵比寿２－３６－１３　広尾ＭＴＲビル　Ｂ１階,35.6457381,139.72254
430329,情報・システム・ソフト,日本ライフレイ（株）,東京都渋谷区恵比寿西１－２６－７　ファブールエビス１階,35.6473637,139.7057167
430332,他サービス,Ａｌｐｈａ　ＣＲＣ（日本支社）（登記社名　Ａｌｐｈａ　Ｃａｌｌｉｇｒａｐｈｉｃ　Ｒｅｓｅａｒｃｈ　Ｃａｍｂｒｉｄｇｅ　Ｌｔｄ．）,東京都新宿区新宿１－１９－３　エルスタンザ新宿御苑３階,35.6895455,139.7125389
430337,食料品,（株）Ｂｒａｈｉｍ’ｓ　Ｆｏｏｄ　Ｊａｐａｎ,東京都大田区大森北６－３１－５,35.580051,139.7354654
430338,情報・システム・ソフト,シュレーディンガー（株）,東京都千代田区丸の内１－８－１　丸の内トラストタワーＮ館１３階,35.6832253,139.7697606
430342,機械卸売,シールドエアージャパン合同会社,東京都中央区日本橋小伝馬町１－７　スクエア日本橋,35.6901296,139.7779482
430346,他サービス,イプソス（株）,東京都港区虎ノ門４－３－１３　ヒューリック神谷町ビル６・８階,35.6637327,139.7440469
430349,電気機器卸売,Ｒ＆Ｍ　Ｊａｐａｎ（株）,東京都品川区上大崎３－３－６　永峰ビル４階,35.6340722,139.7184442
430350,損害保険,ＡＩＧ損害保険（株）,東京都港区虎ノ門４－３－２０　神谷町ＭＴビル,35.6634944,139.744526
430352,情報・システム・ソフト,ＮＨＮ　ＪＡＰＡＮ（株）,東京都港区虎ノ門１－２３－１　虎ノ門ヒルズ森タワー２２階,35.6668216,139.7494178
430353,食料品,日本シャクリー（株）,東京都新宿区西新宿２－６－１　新宿住友ビル２１階,35.6913514,139.6928126
440001,医薬品,メドエルジャパン（株）,東京都千代田区神田駿河台２－１－２０　お茶の水ユニオンビル５階,35.6997154,139.76214
440004,医薬品,アッヴィ合同会社,東京都港区芝浦３－１－２１　ｍｓｂ　Ｔａｍａｃｈｉ田町ステーションタワーＳ,35.6447514,139.7493165
440011,建設,ｊｕｗｉ自然電力（株）,東京都文京区本郷５－３３－１０,35.7113967,139.7554521
440013,情報・システム・ソフト,Ｔｗｉｔｔｅｒ　Ｊａｐａｎ（株）,東京都中央区京橋３－１－１　東京スクエアガーデン,35.6761291,139.7688154
440017,他サービス,ＡＴＯＭＯＳ（株）,東京都品川区西五反田７－８－１１　ＰＲＥＳＴＩＧＥ五反田４階,35.6237004,139.7197101
440019,投信・投資顧問,ＧＡＭ証券投資顧問（株）,東京都千代田区丸の内３－１－１　国際ビルヂング２階,35.6767148,139.7612147
440021,精密機器卸売,ＲＥＣ　Ｓｏｌａｒ　Ｊａｐａｎ（株）,東京都新宿区西新宿２－６－１　新宿住友ビル３２階,35.6913514,139.6928126
440022,人材派遣・業務請負,Ｍｏｄｉｓ（株）,東京都港区芝浦３－４－１　グランパークタワー３階,35.6436764,139.7455608
440026,電気機器卸売,サーコム・ジャパン（株）,東京都品川区東品川２－２－４　天王洲ファーストタワー２４階,35.6234747,139.7494257
440034,医薬品,アムジェン（株）,東京都港区赤坂９－７－１　ミッドタウン・タワー,35.6662315,139.7313051
440045,情報・システム・ソフト,ＣＡＦＥ２４　ＪＡＰＡＮ（株）,東京都港区南青山１－１－１　新青山ビル西館１０階,35.6727357,139.7253676
440048,情報・システム・ソフト,Ｚａｂｂｉｘ　Ｊａｐａｎ合同会社,東京都港区東新橋２－１６－３　カーザベルソーレ８階,35.6610259,139.7572018
440049,機械卸売,（株）ダイヤコジャパン,東京都江戸川区西葛西６－２４－７　西葛西メディカルプラザ　３階,35.6635613,139.8626709
440057,損害保険,ザ・ノース・オブ・イングランド・プロテクティング・アンド・インデムニティー・アソシエイション・リミテッド（日本支店）,東京都中央区京橋２－８－８　新京橋ビル６階,35.6771564,139.7719372
440061,情報・システム・ソフト,Ｅ２ｏｐｅｎ（株）,東京都港区赤坂７－３－３７　プラース・カナダ１階,35.6733793,139.7284006
440065,他小売,Ｚｅｂｒａ　Ｊａｐａｎ（株）,東京都渋谷区神宮前２－２２－１６,35.6750169,139.7102002
440066,機械卸売,ＳＭＳ　ｇｒｏｕｐ（株）,東京都江東区豊洲３－３－３　豊洲センタービル９階,35.6558266,139.7963119
440067,機械,ＳＹＮＯＶＡ　ＪＡＰＡＮ（株）,東京都目黒区中根２－１０－４,35.6143117,139.6771399
440072,通信・放送,（株）Ｊ－Ｍｏｂｉｌｅ,東京都中央区日本橋大伝馬町６－５　岩清日本橋ビル３階,35.6895833,139.7789092
440077,電気機器卸売,コンエアージャパン合同会社,東京都港区南青山１－１５－４１,35.6700743,139.7261977
440081,機械卸売,Ｓｅｒａｃ　Ｊａｐａｎ（株）,東京都新宿区四谷４－３－２０　いちご四谷四丁目ビル８階,35.6879277,139.7175264
440084,損害保険,アメリカンホーム医療・損害保険（株）,東京都港区虎ノ門４－３－２０　神谷町ＭＴビル,35.6634944,139.744526
440085,化学卸売,ＬＧ化学ジャパン（株）,東京都中央区京橋２－１－３　京橋トラストタワー１２階,35.6778093,139.77012
440087,情報・システム・ソフト,ＲＳＵＰＰＯＲＴ（株）,東京都港区虎ノ門１－２－２０　第３虎の門電気ビル７階,35.6694247,139.7477611
440089,その他卸売,（株）レッド・プラネット・ジャパン,東京都品川区西五反田１－９－３　リバーライトビル,35.6248737,139.7243101
440092,新聞・出版,ピアソン・ジャパン（株）,東京都千代田区神田錦町２－２－１　ＫＡＮＤＡ　ＳＱＵＡＲＥ　１１階,35.6931252,139.7632042
450005,電気機器卸売,（株）ＮＵＣ　ＪＡＰＡＮ,東京都中央区湊１－６－２　ＪＫＨＤビル３階,35.6726753,139.7796457
450006,情報・システム・ソフト,Ｆｕｔｕｒｅ　Ｆａｃｉｌｉｔｉｅｓ（株）,東京都新宿区新宿２－１５－２２　Ｌａｎｄｗｏｒｋ新宿ビル５階,35.6913816,139.7099257
450009,電気機器卸売,ピュア・ストレージ・ジャパン（株）,東京都千代田区永田町２－１０－３　東急キャピトルタワー１２階,35.6739689,139.7407736
450016,電気機器卸売,（株）Ｃｉｅｌ　Ｔｅｒｒｅ　Ｊａｐａｎ,東京都中央区京橋３－１２－７　京橋山本ビル３階,35.6745293,139.7717375
450018,電気機器卸売,サンテックエナジーディベロップメント（株）,東京都新宿区西新宿３－６－１１　西新宿ＫＳビル６階,35.686633,139.6912021
450020,その他卸売,ポラール・エレクトロ・ジャパン（株）,東京都千代田区神田東松下町１３　神田プラザビル７階,35.6938313,139.7745206
450022,情報・システム・ソフト,モバイルアイアン・インターナショナル・インク（日本支店）,東京都港区南麻布３－１９－２３　オーク南麻布ビル２階,35.6473872,139.7300369
450023,化学,オルネクスジャパン（株）,東京都中央区日本橋３－６－２　日本橋フロントビル４階,35.6796306,139.7725163
450024,情報・システム・ソフト,Ｎｏｏｍ　Ｊａｐａｎ（株）,東京都新宿区西新宿３－９－７　フロンティア新宿タワーオフィス３階,35.6843758,139.6903264
450029,情報・システム・ソフト,レノボ・エンタープライズ・ソリューションズ合同会社,東京都千代田区外神田４－１４－１　秋葉原ＵＤＸビル１０階,35.7006943,139.7726237
450033,情報・システム・ソフト,ＨＲＳ　Ｊａｐａｎ（株）,東京都港区虎ノ門１－１０－５　ＫＤＸ虎ノ門一丁目ビル１１階,35.668419,139.750634
450034,機械卸売,マキシメーター・フルード・テクノロジーズ（株）,東京都中央区京橋２－５－２　京橋東邦センタービル３階,35.6765013,139.7703696
450038,電力・ガス,Ｘ－Ｅｌｉｏ　Ｊａｐａｎ（株）,東京都中央区銀座４－１４－１１　七十七銀座ビル８階,35.6688195,139.7684597
450040,他サービス,グローバルブルー・ティエフエス・ジャパン（株）,東京都千代田区外神田４－５－４　亀松ビル７階,35.7016448,139.7719571
450041,情報・システム・ソフト,ダータワーズジャパン（株）,東京都港区芝公園２－３－２７　芝公園ＰＲ－ＥＸ７階,35.6569084,139.7517151
450042,機械卸売,ＲＴＩ　Ａｓｉａ合同会社,東京都中央区日本橋馬喰町１－５－１２　ＣＩＲＣＬＥＳ日本橋馬喰町,35.6925325,139.7820986
450045,繊維・衣服卸売,ＧＵＥＳＳ　ＪＡＰＡＮ合同会社,東京都港区北青山３－３－１１　ルネ青山８階,35.6679999,139.7145538
450046,精密機器卸売,Ｍｅｄｉｓ　ｍｅｄｉｃａｌ　ｉｍａｇｉｎｇ　ｓｙｓｔｅｍｓ　ｂｖ（東京支店）,東京都中央区日本橋兜町５－１　第１平和ビル３階,35.6821696,139.7783654
450049,情報・システム・ソフト,クラスドゥ（株）,東京都渋谷区神南１－５－６　Ｈ１Ｏ渋谷神南７階,35.6648154,139.6998153
450050,輸送用機器卸売,コンチネンタルタイヤ・ジャパン（株）,東京都品川区東品川２－３－１２,35.6243989,139.7508765
450053,化学卸売,ＥＬＣジャパン（株）,東京都千代田区丸の内３－２－３　丸の内二重橋ビルディング２０階,35.6777775,139.7615096
450055,ガラス・土石,コーニングジャパン（株）,東京都港区赤坂１－１１－４４　赤坂インターシティ７階,35.6688986,139.7425432
450061,飲食・外食,（株）Ｗｏｌｆｇａｎｇ’ｓ　Ｓｔｅａｋｈｏｕｓｅ　ＪＡＰＡＮ,東京都港区六本木５－５－１　ロアビル（株）ＷＤＩ　ＪＡＰＡＮ内,35.6619029,139.7345679
450068,他サービス,久光－サノフィ（株）,東京都新宿区西新宿３－２０－２　東京オペラシティタワー,35.682955,139.6867214
450086,機械,ユネックス合同会社,東京都大田区平和島６－１－１　東京流通センター物流ビルＢ棟４階ＢＥ４－Ｓ,35.579357,139.7490337
450087,コンサルティング,ブイグ・アジア（株）,東京都千代田区平河町１－７－２１　平河町昭和ビル６階,35.6827773,139.7408776
450091,証券,ＣＬＳＡ証券（株）,東京都港区東新橋１－９－２　汐留住友ビル１６階,35.6621646,139.7601766
450092,化学卸売,エイチ・ホルスタイン（株）,東京都千代田区九段南２－４－１１,35.6933988,139.7442486
450093,広告,（株）ＴＢＷＡ　ＨＡＫＵＨＯＤＯ,東京都港区芝浦１－１３－１０　第３東運ビル,35.6462482,139.7532291
450094,貨物運送,ＧＥＯＤＩＳ　Ｊａｐａｎ（株）,東京都品川区大崎５－１－１１　住友生命五反田ビル５階,35.6238917,139.724769
450095,その他卸売,メリタジャパン（株）,東京都江東区亀戸２－２６－１０　立花亀戸ビル６階,35.6987089,139.8251786
450098,その他卸売,ＳＴＸ日本（株）,東京都港区虎ノ門１－１－２１　新虎ノ門実業会館７階,35.6703684,139.7504851
450099,海運,Ｐａｎ　Ｏｃｅａｎコンテナ日本（株）,東京都港区東新橋２－４－６　パラッツォシエナ６階,35.6616165,139.7576011
450101,不動産,ＪＬＬモールマネジメント（株）,東京都台東区上野５－３－４,35.7030599,139.774651
450102,電気機器,マイクロンメモリジャパン（株）,東京都港区港南１－２－７０　品川シーズンテラス８階,35.6324899,139.743003
460005,医薬品卸売,テバエーピーアイ（株）,東京都港区虎ノ門５－１－５　メトロシティ神谷町７階,35.6636711,139.7453244
460012,精密機器卸売,キーサイト・テクノロジー（株）,東京都八王子市高倉町９－１,35.6685618,139.3643395
460015,医薬品,グラクソ・スミスクライン・コンシューマー・ヘルスケア・ジャパン（株）,東京都港区赤坂１－８－１　赤坂インターシティＡＩＲ,35.6697533,139.7431185
460016,倉庫・物流関連,メドライン・ロジスティクス・ジャパン合同会社,東京都文京区小石川１－４－１　住友不動産後楽園ビル１５階,35.7102565,139.7520313
