会社コード,業種名,和文社名,住所,lat,lon,エリア
360027,その他卸売,テーラーメイド　ゴルフ（株）,東京都江東区青海２－４－２４　青海フロンティアビル,35.6176484,139.7783933,-
225069,非鉄金属,（株）アドバンスト・ケーブル・システムズ,東京都江東区青海２－４－３２　タイム２４ビル１１階,35.6175548,139.7770439,-
220701,情報・システム・ソフト,アイピーロックス　ジャパン（株）,東京都江東区青海２－７－４　ｔｈｅＳＯＨＯ６３７,35.6186842,139.7736945,-
104439,電気機器,日本ヒューレット・パッカード（株）,東京都江東区大島２－２－１,35.6908935,139.8209815,-
220803,リース,日本ＨＰファイナンシャルサービス（株）,東京都江東区大島２－２－１,35.6908935,139.8209815,-
222102,電気機器卸売,ジーディー自動機械（株）,東京都江東区辰巳３－１５－２０,35.644644,139.8187893,-
100327,貨物運送,シーバ　ロジスティクス　ジャパン（株）,東京都江東区冬木１１－１７　イシマビル１２階,35.6735212,139.8000803,-
392726,その他卸売,ミルテニーバイオテク（株）,東京都江東区冬木１６－１０　日通永代ビル５階,35.6747392,139.8016426,-
100147,その他卸売,アクシネットジャパンインク（日本支店）（登記社名　アクシネット・ジャパン・インク）,東京都江東区東陽２－２－２０　東陽駅前ビル,35.666358,139.8159928,-
3270,機械卸売,フォス・ジャパン（株）,東京都江東区東陽２－４－１４　三井ウッディビル１階,35.6684614,139.8182147,-
381311,情報・システム・ソフト,（株）エムゲームジャパン,東京都江東区東陽３－２２－６　東陽町ＡＸＩＳビル２階,35.6691009,139.812708,-
381312,情報・システム・ソフト,（株）ＭＧスタジオ,東京都江東区東陽３－２２－６　東陽町ＡＸＩＳビル２階,35.6691009,139.812708,-
200785,その他卸売,日本ヒルズ・コルゲート（株）,東京都江東区東陽３－７－１３　木場永代ビル,35.6696561,139.8094208,-
222157,その他卸売,ドレーゲル・セイフティージャパン（株）,東京都江東区東陽３－８－１,35.6708862,139.8094788,-
410121,電気機器,ブロンコスト・ジャパン（株）,東京都江東区東陽５－２７－５,35.6715095,139.8146464,-
208850,その他卸売,日本トレルボルグ　シーリング　ソリューションズ（株）,東京都江東区東陽７－１－１　イーストネットビル２階,35.674539,139.8164341,-
101012,電気機器卸売,ビー・アイ　テクノロジー　ジャパン（株）,東京都江東区東陽７－１－１０　カクマルビル４階,35.6755648,139.8163051,-
206213,精密機器卸売,コヒレント・ジャパン（株）,東京都江東区東陽７－２－１４　東陽ＭＫビル３階,35.675363,139.8178638,-
381619,情報・システム・ソフト,（株）地銀ＩＴソリューション,東京都江東区東陽７－２－１４　東陽ＭＫビル５階,35.675363,139.8178638,-
200625,化学卸売,バルスパーロック（株）,東京都江東区南砂２－３７－２,35.6710194,139.8255783,-
207023,精密機器卸売,オックスフォード・インストゥルメンツ（株）,東京都江東区富岡２－１１－６　長谷萬ビル,35.6704964,139.8013989,-
200852,機械卸売,ドレーゲル・メディカル　ジャパン（株）,東京都江東区富岡２－４－１０,35.6714134,139.8012345,-
220531,情報・システム・ソフト,日本アイ・ビー・エム　テクニカル・ソリューション（株）,東京都江東区豊洲５－６－５２　ＮＢＦ豊洲キャナルフロント日本ＩＢＭ豊洲事業所,35.650611,139.7992412,-
381534,情報・システム・ソフト,日本アイ・ビー・エム・ビズインテック（株）,東京都江東区豊洲５－６－５２　ＮＢＦ豊洲キャナルフロント日本ＩＢＭ豊洲事業所,35.650611,139.7992412,-
200242,貨物運送,キューネ・アンド・ナーゲル（株）,東京都江東区木場１－４－１２　名古路木場ビル,35.6686284,139.8032769,-
202500,鉄鋼・金属卸売,ケナメタルジャパン（株）,東京都江東区木場２－１５－１２　ＭＡビル４階,35.6722706,139.8031702,-
403490,情報・システム・ソフト,アールシステムズインターナショナル日本支社,東京都江東区木場２－２１－７－７０３,35.66901,139.8053071,-
381126,その他卸売,ザルトリウス・ステディム・ジャパン（株）,東京都江東区木場５－１１－１３,35.6699121,139.8082603,-
220165,その他卸売,メデラ（株）,東京都江東区木場５－１２－８　ＫＤＸ木場ビル３階,35.6705704,139.8088915,-
220058,旅行,（株）ジェイティービービジネストラベルソリューションズ,東京都江東区木場５－８－４０　東京パークサイドビル,35.6709997,139.8086207,-
220507,情報・システム・ソフト,地銀ソリューション・サービス（株）,東京都江東区木場５－８－４０　東京パークサイドビル５・６階,35.6709997,139.8086207,-
201004,他サービス,ＰＲＧ（株）,東京都江東区木場６－４－２　ＫＩビル２階,35.6664696,139.8055946,-
3060,食料品卸売,（株）ユニフルーティージャパン,東京都江東区門前仲町１－４－８　プラザ門前仲町３階,35.6722863,139.7944865,-
222116,電気機器卸売,ジョンソン・エレクトリック・ワールド・トレード・リミテッド（日本支店）,東京都江東区有明３－４－１０　ＴＦＴビル西館５階,35.630117,139.7896524,-
209916,電気機器,安川シーメンスオートメーション・ドライブ（株）,東京都江東区有明３－４－１０　東京ファッションタウンビル西館９階,35.630117,139.7896524,-
7040,化学,日本サイテック　インダストリーズ（株）,東京都江東区有明３－５－７,35.6325895,139.7882841,-
210067,生命保険,マスミューチュアル生命保険（株）,東京都江東区有明３－５－７,35.6325895,139.7882841,-
12060,貨物運送,ティエヌティエクスプレス（株）,東京都江東区有明３－５－７　ＴＯＣ有明イーストタワー６階,35.6325169,139.7882941,-
100420,化学,ダイセル・サイテック（株）,東京都江東区有明３－５－７　ＴＯＣ有明イーストタワー９階,35.6325169,139.7882941,-
1060,精密機器,ベックマン・コールター（株）,東京都江東区有明３－５－７　ＴＯＣ有明ウエストタワー,35.6321298,139.7881255,-
220468,その他卸売,ＫＴＭ　ＪＡＰＡＮ（株）（登記社名　カ・テ・エム・ジャパン（株））,東京都江東区有明３－５－７　ＴＯＣ有明ウエストタワー９階,35.6321298,139.7881255,-
220118,情報・システム・ソフト,ＮＥＵＳＯＦＴ　Ｊａｐａｎ（株）,東京都江東区有明３－６－１１　東京ファッションタウンビル東館７階,35.6308953,139.790628,-
222077,機械卸売,クリスティ・デジタル・システムズ（日本支社）,東京都江東区有明３－７－２６　有明フロンティアビルＡ棟２階,35.6314831,139.7918097,-
209229,貨物運送,プレミアワールドワイドムーバース（株）,東京都港区愛宕１－１－１０　ナカタマック虎ノ門ビル２階,35.6658619,139.7481529,虎ノ門・六本木
220821,食料品卸売,ブリティッシュ・アメリカン・タバコ・ジャパン合同会社,東京都港区愛宕２－５－１　愛宕ＭＯＲＩタワー２１階,35.6621409,139.7488929,虎ノ門・六本木
5560,化学,シェブロン　ジャパン（株）,東京都港区愛宕２－５－１　愛宕グリーンヒルズＭＯＲＩタワー１８階,35.6621409,139.7488929,虎ノ門・六本木
12170,非鉄金属,ヴァーレ・ジャパン（株）,東京都港区愛宕２－５－１　愛宕グリーンヒルズＭＯＲＩタワー２５階,35.6621409,139.7488929,虎ノ門・六本木
220542,医薬品,バイオジェン・アイデック・ジャパン（株）,東京都港区愛宕２－５－１　愛宕グリーンヒルズＭＯＲＩタワー２６階,35.6621409,139.7488929,虎ノ門・六本木
420035,証券,エービーエヌ・アムロ・クリアリング証券（株）,東京都港区愛宕２－５－１　愛宕グリーンヒルズＭＯＲＩタワー３９階,35.6621409,139.7488929,虎ノ門・六本木
360065,貸金・信販・カード,ユーロハイポ・ジャパン（株）,東京都港区愛宕２－５－１　愛宕グリーンヒルズＭＯＲＩタワー４０階,35.6621409,139.7488929,虎ノ門・六本木
990320,銀行,コメルツ銀行（東京支店）,東京都港区愛宕２－５－１　愛宕グリーンヒルズＭＯＲＩタワー４０階,35.6621409,139.7488929,虎ノ門・六本木
420005,情報・システム・ソフト,（株）ソフトニック,東京都港区愛宕２－５－１　愛宕グリーンヒルズＭＯＲＩタワー４１階,35.6621409,139.7488929,虎ノ門・六本木
200844,情報・システム・ソフト,ガートナー　ジャパン（株）,東京都港区愛宕２－５－１　愛宕グリーンヒルズＭＯＲＩタワー５階,35.6621409,139.7488929,虎ノ門・六本木
208396,コンサルティング,ハイドリック　アンド　ストラグルズ　ジャパン合同会社,東京都港区愛宕２－５－１　愛宕グリーンヒルズ森タワー３８階,35.6621409,139.7488929,虎ノ門・六本木
201131,機械卸売,ハネウェルジャパン（株）,東京都港区海岸１－１６－１　ニューピア竹芝サウスタワー２０階,35.6534029,139.7625892,-
209023,情報・システム・ソフト,オープンテキスト（株）,東京都港区海岸１－１６－１　ニューピア竹芝サウスタワー６階,35.6534029,139.7625892,-
2870,電気機器,日本エマソン（株）,東京都港区海岸１－１６－１　ニューピア竹芝サウスタワー７階,35.6534029,139.7625892,-
450,電気機器,アナログ・デバイセズ（株）,東京都港区海岸１－１６－１　ニューピア竹芝サウスタワービル１０階,35.6534029,139.7625892,-
403476,医薬品,（株）ＬＴＴバイオファーマ,東京都港区海岸１－２－２０　汐留ビル３階,35.6569087,139.7595124,-
210089,生命保険,ハートフォード生命保険（株）,東京都港区海岸１－２－２０　汐留ビルディング１５階,35.6568217,139.759378,-
222054,ホテル,ワールドホテルズＡＧ（日本支社）,東京都港区海岸１－２－２０　汐留ビルディング３階,35.6568217,139.759378,-
224466,医薬品,エチファーム（株）,東京都港区海岸１－２－３　汐留芝離宮ビル２１階,35.6572058,139.758637,-
410038,情報・システム・ソフト,インターソフト（株）,東京都港区海岸１－９－１１　マリンクスタワー８階,35.655113,139.7622282,-
208331,海運,インチケープ　シッピング　サービス（株）,東京都港区海岸２－１－１６　鈴与浜松町ビル,35.6509088,139.7588589,-
224221,その他卸売,ウォーレム　シッピング　リミテッド,東京都港区海岸２－１－１６　鈴与浜松町ビル,35.6509088,139.7588589,-
208764,情報・システム・ソフト,ダッソー・システムズ（株）,東京都港区海岸３－１８－１　ピアシティ芝浦ビル,35.6447287,139.756577,-
209724,情報・システム・ソフト,ソリッドワークス・ジャパン（株）,東京都港区海岸３－１８－１　ピアシティ芝浦ビル,35.6447287,139.756577,-
224075,建設,昭和環境システム（株）,東京都港区海岸３－２０－２０　ヨコソーレインボータワー,35.6400253,139.7565031,-
220546,機械,ヴェオリア・ウォーター・ソリューション＆テクノロジー（株）,東京都港区海岸３－２０－２０　ヨコソーレインボータワー１１階,35.6400253,139.7565031,-
224522,建設,ヴェオリア・ウォーター・ジャパン（株）,東京都港区海岸３－２０－２０　ヨコソーレインボータワー１１階,35.6400253,139.7565031,-
202962,精密機器卸売,日本キスラー（株）,東京都港区海岸３－２０－２０　ヨコソーレインボータワー１階,35.6400253,139.7565031,-
490,精密機器卸売,アプライド　マテリアルズ　ジャパン（株）,東京都港区海岸３－２０－２０　ヨコソーレインボータワー８階,35.6400253,139.7565031,-
2840,電気機器卸売,エレクトロラックス・ジャパン（株）,東京都港区海岸３－２－１２　安田芝浦第２ビル,35.6436557,139.7552653,-
202996,電気機器卸売,（株）マイタックジャパン,東京都港区海岸３－２－１２　安田芝浦第２ビル３階,35.6436557,139.7552653,-
204172,総合卸売,ヘテ　ジャパン（株）,東京都港区海岸３－２９－１,35.6419636,139.7597031,-
208696,機械卸売,ケーザー・コンプレッサー（株）,東京都港区海岸３－３１－１,35.6399098,139.7581973,-
203286,その他卸売,（株）クロス・オブ・ジャパン,東京都港区海岸３－３－１８　芝浦日新ビル本館５階,35.6409366,139.753808,-
420061,航空,南アフリカ航空（日本支社）,東京都港区元赤坂１－１－２　赤坂ライオンズビル６階,35.6783487,139.7337686,-
220731,他サービス,（株）エブリデイ・マック,東京都港区元赤坂１－３－９　荻島ビル８階,35.6769567,139.7341196,-
202059,食料品卸売,（株）エスエーシージャパン,東京都港区元赤坂１－５－７　ラ・ベリテ赤坂,35.6776833,139.7338085,-
101140,損害保険,アリアンツ火災海上保険（株）,東京都港区元赤坂１－６－６　安全ビル,35.6782343,139.7333495,-
381318,生命保険,アリアンツ生命保険（株）,東京都港区元赤坂１－６－６　安全ビル,35.6782343,139.7333495,-
100659,建設,フルーア・ダニエル・ジャパン（株）,東京都港区元赤坂１－７－１０－３０２,35.6780661,139.7326117,-
410311,コンサルティング,Ｋｅｐｎｅｒ－Ｔｒｅｇｏｅ　Ｊａｐａｎ，　ＬＬＣ．,東京都港区元赤坂１－７－１８　ニッセイ元赤坂ビル５階,35.6783027,139.7324944,-
220953,コンサルティング,（株）パラダイスインターナショナル,東京都港区虎ノ門１－１－２３　ウンピン虎ノ門ビル９階,35.6703706,139.750097,虎ノ門・六本木
103029,石油・燃料卸売,ＡＲＥＶＡ　ＪＡＰＡＮ（株）,東京都港区虎ノ門１－１６－４　アーバン虎ノ門ビル５階,35.6684419,139.7489944,虎ノ門・六本木
224545,化学,アレバ・エヌシー・ジャパン・プロジェクト（株）,東京都港区虎ノ門１－１６－４　アーバン虎ノ門ビル５階,35.6684419,139.7489944,虎ノ門・六本木
203065,化学卸売,オキシデンタル・ケミカル（株）,東京都港区虎ノ門１－１６－４　アーバン虎ノ門ビル７階,35.6684419,139.7489944,虎ノ門・六本木
222319,他小売,（株）新世界（東京事務所）,東京都港区虎ノ門１－１６－６　虎ノ門ラポート４階,35.6684365,139.7492939,虎ノ門・六本木
420178,海運,Ａ．Ｐ．モラー・マースクＡＳ,東京都港区虎ノ門１－１７－１　虎ノ門５森ビル,35.6679904,139.7500876,虎ノ門・六本木
210309,海運,ＳＴＸ日本（株）,東京都港区虎ノ門１－１９－５　虎ノ門１丁目森ビル５階,35.6676037,139.7503142,虎ノ門・六本木
201050,機械卸売,ファイク・ジャパン（株）,東京都港区虎ノ門１－１９－９,35.6673338,139.7501862,虎ノ門・六本木
403333,コンサルティング,ミュラー外国法事務弁護士事務所,東京都港区虎ノ門１－２－１８　虎ノ門興業ビル,35.6693163,139.7474601,虎ノ門・六本木
100274,投信・投資顧問,アバディーン投信投資顧問（株）,東京都港区虎ノ門１－２－３　虎ノ門清和ビル,35.6701857,139.7489572,虎ノ門・六本木
10840,金属製品,（株）ＣＳＩジャパン,東京都港区虎ノ門１－２－８,35.669523,139.7483939,虎ノ門・六本木
208642,損害保険,ウイリス　ジャパン　ホールディングス（株）,東京都港区虎ノ門１－２－８　虎ノ門琴平タワー１２階,35.6695311,139.7483983,虎ノ門・六本木
360048,証券,ブラウン・ブラザーズ・ハリマン証券（株）,東京都港区虎ノ門１－２－８　虎ノ門琴平タワー１５階,35.6695311,139.7483983,虎ノ門・六本木
360042,航空,アエロフロート・ロシア航空（日本支社）,東京都港区虎ノ門１－２－８　虎ノ門琴平タワー１６階,35.6695311,139.7483983,虎ノ門・六本木
403447,コンサルティング,アメリカン・アプレーザル・ジャパン（株）,東京都港区虎ノ門１－２－８　虎ノ門琴平タワー１６階,35.6695311,139.7483983,虎ノ門・六本木
220473,損害保険,コファス・ジャパン信用保険会社,東京都港区虎ノ門１－２－８　虎ノ門琴平タワー１７階,35.6695311,139.7483983,虎ノ門・六本木
380944,海運,グリーグ　スターシッピング　エイ・エス（日本支店）,東京都港区虎ノ門１－２－８　虎ノ門琴平タワー２２階,35.6695311,139.7483983,虎ノ門・六本木
220566,情報・システム・ソフト,マイクロス－フィデェリオ　ジャパン（株）,東京都港区虎ノ門１－２－８　虎ノ門琴平タワー６階,35.6695311,139.7483983,虎ノ門・六本木
222137,航空,中国東方航空公司（東京支店）,東京都港区虎ノ門１－２－８　虎ノ門琴平タワー７階,35.6695311,139.7483983,虎ノ門・六本木
224116,コンサルティング,エデルマン・ジャパン（株）,東京都港区虎ノ門１－２－８　虎ノ門琴平タワー７階,35.6695311,139.7483983,虎ノ門・六本木
209891,通信・放送,ＡＴ＆Ｔジャパン（株）,東京都港区虎ノ門２－１０－１　虎ノ門ツインビル６階,35.667481,139.7451647,虎ノ門・六本木
220662,情報・システム・ソフト,アカマイ・テクノロジーズ合同会社,東京都港区虎ノ門２－１０－１　虎ノ門ツインビルディング,35.667481,139.7451647,虎ノ門・六本木
13250,繊維・衣服卸売,ゼニア　ジャパン（株）,東京都港区虎ノ門２－１０－１　虎ノ門ツインビルディングＡＮＮＥＸ,35.667481,139.7451647,虎ノ門・六本木
209770,通信・放送,リーチ・ネットワークス（株）,東京都港区虎ノ門２－１０－１　新虎ノ門ツインビル東棟４階,35.667481,139.7451647,虎ノ門・六本木
221001,ホテル,ホテル新羅（東京支店）,東京都港区虎ノ門２－１０－４　ホテルオークラ本館５１１号,35.667087,139.745524,虎ノ門・六本木
990310,銀行,ウリィ銀行（東京支店）,東京都港区虎ノ門２－１－１　商船三井ビル１階,35.6698553,139.7468813,虎ノ門・六本木
200770,食料品卸売,日本メープルリーフ　フーズ（株）,東京都港区虎ノ門２－１３－１７　虎ノ門２丁目タワー１０階,35.6684084,139.7467615,虎ノ門・六本木
220018,他サービス,カタリナ　マーケティング　ジャパン（株）,東京都港区虎ノ門２－２－１　ＪＴビル１５階,35.6692513,139.7456437,虎ノ門・六本木
381394,他小売,アモーレパシフィックジャパン（株）,東京都港区虎ノ門２－２－１　商船三井ビル４階,35.669469,139.7458423,虎ノ門・六本木
403033,通信・放送,エフェ通信社,東京都港区虎ノ門２－２－５　共同通信会館２階,35.669154,139.7446856,虎ノ門・六本木
392681,医薬品,フェリング・ファーマ（株）,東京都港区虎ノ門２－３－１７　虎ノ門２丁目タワー１０階,35.6684084,139.7467615,虎ノ門・六本木
222135,銀行,中国建設銀行（東京支店）,東京都港区虎ノ門２－３－１７　虎ノ門２丁目タワー８階,35.6684084,139.7467615,虎ノ門・六本木
222136,航空,中国国際航空股フン有限公司（日本支社）,東京都港区虎ノ門２－５－２　エア・チャイナビル,35.6687673,139.748059,虎ノ門・六本木
220758,投資業等,ＫＴＢ　投資証券　東京事務所,東京都港区虎ノ門２－６－１０　ＮＨ虎ノ門ビル９階,35.6670879,139.7471807,虎ノ門・六本木
380991,建設,チャイナ・ボーチー・エンバイロメンタル・ソリューションズ・テクノロジー（ホールディング）カンパニー・リミテッド,東京都港区虎ノ門２－７－１６　ビュロー虎ノ門,35.6676955,139.747041,虎ノ門・六本木
220172,情報・システム・ソフト,ラド・ジャパン（株）,東京都港区虎ノ門２－７－１６　ビュロー虎ノ門１０階,35.6676955,139.747041,虎ノ門・六本木
222087,電気機器卸売,Ｏｒｃｋｉｔ－Ｃｏｒｒｉｇｅｎｔ（株）,東京都港区虎ノ門２－７－１６　ビュロー虎ノ門５階,35.6676955,139.747041,虎ノ門・六本木
222123,情報・システム・ソフト,エピコ・ソフトウェア・ジャパン（株）,東京都港区虎ノ門２－７－５　ビュレックス虎ノ門５０１号,35.6675599,139.747125,虎ノ門・六本木
202511,ホテル,コンコルドホテルインターナショナル（株）,東京都港区虎ノ門２－７－５　ビュレックス虎ノ門５階,35.6675599,139.747125,虎ノ門・六本木
360142,電力・ガス,韓国電力公社（東京事務所）,東京都港区虎ノ門２－８－１　虎の門電気ビルディング３階,35.6678345,139.7467615,虎ノ門・六本木
381439,化学卸売,ネキシラ（株）,東京都港区虎ノ門３－１１－１５　ＳＶＡＸ　ＴＴビル,35.6651055,139.7469262,虎ノ門・六本木
200253,総合卸売,（株）暁星ジャパン,東京都港区虎ノ門３－１１－１５　ＳＶＡＸ　ＴＴビル６階,35.6651136,139.7470421,虎ノ門・六本木
360037,ガラス・土石,オーウェンス　コーニング　ジャパン（株）,東京都港区虎ノ門３－１２－１　ニッセイ虎ノ門ビル４階,35.6645146,139.7468014,虎ノ門・六本木
380856,他サービス,イプソス（株）,東京都港区虎ノ門３－１８－１９　虎ノ門マリンビル,35.6631746,139.7463224,虎ノ門・六本木
202854,機械卸売,ドレッサー・ランド・ジャパン（株）,東京都港区虎ノ門３－２－２　虎ノ門３０森ビル３階,35.6669875,139.746444,虎ノ門・六本木
204370,化学卸売,日本ソルベイ（株）,東京都港区虎ノ門３－２－２　虎ノ門３０森ビル４階,35.6669875,139.746444,虎ノ門・六本木
208516,化学卸売,ソルベイスペシャルティポリマーズジャパン（株）,東京都港区虎ノ門３－２－２　虎ノ門３０森ビル４階,35.6669875,139.746444,虎ノ門・六本木
202874,食料品卸売,フォーエバーリビングプロダクツ　ジャパン（有）,東京都港区虎ノ門３－２２－１４　日本ＦＬＰ虎ノ門ビル,35.6617231,139.7475662,虎ノ門・六本木
200015,コンサルティング,アーサー・Ｄ・リトル（ジャパン）（株）（登記社名　アーサー・ディ・リトル・ジャパン（株））,東京都港区虎ノ門３－５－１　虎ノ門３７森ビル１３階,35.6664945,139.7462825,虎ノ門・六本木
220251,通信・放送,（株）ＫＴジャパン,東京都港区虎ノ門３－５－１　虎ノ門３７森ビル１３階,35.6664945,139.7462825,虎ノ門・六本木
220021,航空,カンタス航空　日本支社,東京都港区虎ノ門３－５－１　虎ノ門３７森ビル９階,35.6664945,139.7462825,虎ノ門・六本木
220143,航空,ブリティッシュ・エアウェイズ　ピーエルシー,東京都港区虎ノ門３－５－１　虎ノ門３７森ビル９階,35.6664945,139.7462825,虎ノ門・六本木
991150,銀行,交通銀行（東京支店）,東京都港区虎ノ門３－５－１　虎ノ門３７森ビル９階,35.6664945,139.7462825,虎ノ門・六本木
403353,食料品卸売,アイスランディックジャパン（株）,東京都港区虎ノ門３－７－１０　ランディック虎ノ門ビル６階,35.6646711,139.7462653,虎ノ門・六本木
201008,その他卸売,パイオニア　ハイブレッド　ジャパン（株）,東京都港区虎ノ門３－７－１０　ランディック虎ノ門ビル７階,35.6646711,139.7462653,虎ノ門・六本木
220271,その他卸売,パイオニア　エコサイエンス（株）,東京都港区虎ノ門３－７－１０　ランディック虎ノ門ビル７階,35.6646711,139.7462653,虎ノ門・六本木
209074,化学,オリカジャパン（株）,東京都港区虎ノ門３－７－１１　虎ノ門三須ビル７階,35.6645475,139.7462254,虎ノ門・六本木
360081,化学,ＳＫ　ケミカルズ,東京都港区虎ノ門３－７－５　虎ノ門ルーツ２１ビル３階,35.6652693,139.7466026,虎ノ門・六本木
360152,電気機器卸売,ミップス・テクノロジーズ（日本支社）,東京都港区虎ノ門３－７－８　ランディック第２虎ノ門ビル３階,35.6649223,139.7463423,虎ノ門・六本木
381120,コンサルティング,アシュトン・コンサルティング・リミテッド,東京都港区虎ノ門３－７－８　ランディック第２虎ノ門ビル８階,35.6649223,139.7463423,虎ノ門・六本木
360098,コンサルティング,ディシジョン・リソーシズ・インターナショナル・インク（東京オフィス）,東京都港区虎ノ門４－１－１３　葺手ビル４階,35.6648055,139.744486,虎ノ門・六本木
991130,銀行,フィリピン・ナショナル・バンク（東京支店）,東京都港区虎ノ門４－１－１３　葺手ビル５階,35.6648055,139.744486,虎ノ門・六本木
200604,総合卸売,ティッセンクルップ・スティール＆テクノロジーズ・ジャパン（株）,東京都港区虎ノ門４－１－１３　葺手ビル７階,35.6648055,139.744486,虎ノ門・六本木
410066,コンサルティング,ジョーンズ・デイ法律事務所（東京事務所）,東京都港区虎ノ門４－１－１７　神谷町プライムプレイス,35.6650759,139.7440868,虎ノ門・六本木
220884,精密機器卸売,ジンマー（株）,東京都港区虎ノ門４－１－１７　神谷町プライムプレイス７階,35.6650759,139.7440868,虎ノ門・六本木
392788,投資業等,（株）リバーサイド・パートナーズ,東京都港区虎ノ門４－１－１７　神谷町プライムプレイス９階,35.6650759,139.7440868,虎ノ門・六本木
410385,投信・投資顧問,ジャパンインベスト（株）,東京都港区虎ノ門４－１－２１　葺手第２ビル７階,35.6654653,139.7434481,虎ノ門・六本木
100001,情報・システム・ソフト,アイ・エム・エス・ジャパン（株）,東京都港区虎ノ門４－１－２８　虎ノ門タワーズオフィス,35.6660437,139.7437276,虎ノ門・六本木
209466,投信・投資顧問,ピムコジャパンリミテッド,東京都港区虎ノ門４－１－２８　虎ノ門タワーズオフィス１８階,35.6660437,139.7437276,虎ノ門・六本木
208677,証券,ＲＢＣ　キャピタル　マーケッツ証券会社（東京支店）,東京都港区虎ノ門４－１－２８　虎ノ門タワーズオフィス８階,35.6660437,139.7437276,虎ノ門・六本木
990670,銀行,カナダロイヤル銀行（東京支店）,東京都港区虎ノ門４－１－２８　虎ノ門タワーズオフィス８階,35.6660437,139.7437276,虎ノ門・六本木
410166,コンサルティング,（株）シグマクシス,東京都港区虎ノ門４－１－２８　虎ノ門タワーズオフィス９階,35.6660437,139.7437276,虎ノ門・六本木
210004,情報・システム・ソフト,ネットアップ（株）,東京都港区虎ノ門４－１－８　虎ノ門４丁目ＭＴビル,35.6643802,139.7453204,虎ノ門・六本木
222201,コンサルティング,（株）フューチャーマネジメントアンドイノベーションコンサルティング,東京都港区虎ノ門４－２－１２　虎ノ門４丁目ＭＴビル２号館９階,35.6641737,139.7456066,虎ノ門・六本木
420126,非鉄金属,昭和電線ホールディングス（株）,東京都港区虎ノ門４－３－１　城山トラストタワー,35.6646397,139.7430889,虎ノ門・六本木
208495,電気機器卸売,（株）ロジクール,東京都港区虎ノ門４－３－１　城山トラストタワー１４階,35.6646397,139.7430889,虎ノ門・六本木
100312,投信・投資顧問,フィデリティ投信（株）,東京都港区虎ノ門４－３－１　城山トラストタワー２０階,35.6646397,139.7430889,虎ノ門・六本木
209549,証券,フィデリティ証券（株）,東京都港区虎ノ門４－３－１　城山トラストタワー２０階,35.6646397,139.7430889,虎ノ門・六本木
209362,電気機器卸売,ＳＫ　ｈｙｎｉｘ　Ｊａｐａｎ（株）,東京都港区虎ノ門４－３－１　城山トラストタワー２３階,35.6646397,139.7430889,虎ノ門・六本木
403266,コンサルティング,トランスファーカナダパシフィックマネジメント（株）,東京都港区虎ノ門４－３－１　城山トラストタワー２７階,35.6646397,139.7430889,虎ノ門・六本木
